"assay"	"Sample.Name"	"pool"	"dil"	"run"	"rep"	"CT"
"Assay03"	"2"	2	6	7	1	31.5160007476807
"Assay03"	"2"	2	7	7	1	33.6040000915527
"Assay03"	"2"	2	7	7	1	33.4459991455078
"Assay03"	"2"	2	8	7	1	31.5440006256104
"Assay03"	"2"	2	8	7	1	31.7950000762939
"Assay03"	"2"	2	1	7	2	26.4640007019043
"Assay03"	"2"	2	1	7	2	26.6000003814697
"Assay03"	"2"	2	2	7	2	27.992000579834
"Assay03"	"2"	2	2	7	2	28.007999420166
"Assay03"	"2"	2	3	7	2	29.2700004577637
"Assay03"	"2"	2	3	7	2	29.3969993591309
"Assay03"	"2"	2	4	7	2	29.9549999237061
"Assay03"	"2"	2	4	7	2	30.056999206543
"Assay03"	"2"	2	5	7	2	31.8209991455078
"Assay03"	"2"	2	5	7	2	31.8490009307861
"Assay03"	"2"	2	6	7	2	34.7029991149902
"Assay03"	"2"	2	6	7	2	34.5180015563965
"Assay03"	"2"	2	7	7	2	40
"Assay03"	"2"	2	7	7	2	40
"Assay03"	"2"	2	8	7	2	33.5289993286133
"Assay03"	"2"	2	8	7	2	33.8600006103516
"Assay03"	"2"	2	1	7	3	26.7859992980957
"Assay03"	"2"	2	1	7	3	26.8099994659424
"Assay03"	"2"	2	2	7	3	27.2689990997314
"Assay03"	"2"	2	2	7	3	27.3269996643066
"Assay03"	"2"	2	3	7	3	28.5300006866455
"Assay03"	"2"	2	3	7	3	28.4069995880127
"Assay03"	"2"	2	4	7	3	29.9909992218018
"Assay03"	"2"	2	4	7	3	29.8990001678467
"Assay03"	"2"	2	5	7	3	30.4720001220703
"Assay03"	"2"	2	5	7	3	30.4090003967285
"Assay03"	"2"	2	6	7	3	33.3019981384277
"Assay03"	"2"	2	6	7	3	32.9220008850098
"Assay03"	"2"	2	7	7	3	33.9280014038086
"Assay03"	"2"	2	7	7	3	33.1300010681152
"Assay03"	"2"	2	8	7	3	33.3499984741211
"Assay03"	"2"	2	8	7	3	32.9389991760254
"Assay03"	"2"	2	1	7	4	26.8959999084473
"Assay03"	"2"	2	1	7	4	26.9109992980957
"Assay03"	"2"	2	2	7	4	27.5279998779297
"Assay03"	"2"	2	2	7	4	27.7290000915527
"Assay03"	"2"	2	3	7	4	28.238000869751
"Assay03"	"2"	2	3	7	4	28.3449993133545
"Assay03"	"2"	2	4	7	4	30.193000793457
"Assay03"	"2"	2	4	7	4	30.1560001373291
"Assay03"	"2"	2	5	7	4	30.0109996795654
"Assay03"	"2"	2	5	7	4	30.3600006103516
"Assay03"	"2"	2	6	7	4	31.1730003356934
"Assay03"	"2"	2	6	7	4	31.1310005187988
"Assay03"	"2"	2	7	7	4	36.617000579834
"Assay03"	"2"	2	7	7	4	35.8860015869141
"Assay03"	"2"	2	8	7	4	40
"Assay03"	"2"	2	8	7	4	40
"Assay03"	"2"	2	1	7	5	26.6480007171631
"Assay03"	"2"	2	1	7	5	26.7490005493164
"Assay03"	"2"	2	2	7	5	27.1879997253418
"Assay03"	"2"	2	2	7	5	27.2810001373291
"Assay03"	"2"	2	3	7	5	28.5100002288818
"Assay03"	"2"	2	3	7	5	28.9659996032715
"Assay03"	"2"	2	4	7	5	29.257999420166
"Assay03"	"2"	2	4	7	5	29.1749992370605
"Assay03"	"2"	2	5	7	5	30.9669990539551
"Assay03"	"2"	2	5	7	5	31.5109996795654
"Assay03"	"2"	2	6	7	5	30.9890003204346
"Assay03"	"2"	2	6	7	5	30.75
"Assay03"	"2"	2	7	7	5	32.5639991760254
"Assay03"	"2"	2	7	7	5	32.6220016479492
"Assay03"	"2"	2	8	7	5	40
"Assay03"	"2"	2	8	7	5	40
"Assay03"	"2"	2	1	7	6	26.8419990539551
"Assay03"	"2"	2	1	7	6	27.0389995574951
"Assay03"	"2"	2	2	7	6	27.7049999237061
"Assay03"	"2"	2	2	7	6	27.8959999084473
"Assay03"	"2"	2	3	7	6	29.1669998168945
"Assay03"	"2"	2	3	7	6	29.2329998016357
"Assay03"	"2"	2	4	7	6	29.1760005950928
"Assay03"	"2"	2	4	7	6	29.4449996948242
"Assay03"	"2"	2	5	7	6	30.2719993591309
"Assay03"	"2"	2	5	7	6	30.2129993438721
"Assay03"	"2"	2	6	7	6	30.7320003509521
"Assay03"	"2"	2	6	7	6	30.8279991149902
"Assay03"	"2"	2	7	7	6	31.7770004272461
"Assay03"	"2"	2	7	7	6	32.2809982299805
"Assay03"	"2"	2	8	7	6	40
"Assay03"	"2"	2	8	7	6	40
"Assay03"	"2"	2	1	7	7	26.9120006561279
"Assay03"	"2"	2	1	7	7	27.1000003814697
"Assay03"	"2"	2	2	7	7	27.67799949646
"Assay03"	"2"	2	2	7	7	27.738000869751
"Assay03"	"2"	2	3	7	7	29.4869995117188
"Assay03"	"2"	2	3	7	7	29.4599990844727
"Assay03"	"2"	2	4	7	7	30.2199993133545
"Assay03"	"2"	2	4	7	7	30.2269992828369
"Assay03"	"2"	2	5	7	7	30.3020000457764
"Assay03"	"2"	2	5	7	7	30.2290000915527
"Assay03"	"2"	2	6	7	7	35.939998626709
"Assay03"	"2"	2	6	7	7	36.226001739502
"Assay03"	"2"	2	7	7	7	32.9799995422363
"Assay03"	"2"	2	7	7	7	33.6110000610352
"Assay03"	"2"	2	8	7	7	40
"Assay03"	"2"	2	8	7	7	40
"Assay03"	"2"	3	1	7	1	25.1240005493164
"Assay03"	"2"	3	1	7	1	25.2950000762939
"Assay03"	"2"	3	2	7	1	26.2110004425049
"Assay03"	"2"	3	2	7	1	26.4009990692139
"Assay03"	"2"	3	3	7	1	27.9650001525879
"Assay03"	"2"	3	3	7	1	27.9400005340576
"Assay03"	"2"	3	4	7	1	28.8689994812012
"Assay03"	"2"	3	4	7	1	28.5189990997314
"Assay03"	"2"	3	5	7	1	28.9839992523193
"Assay03"	"2"	3	5	7	1	29.3589992523193
"Assay03"	"2"	3	6	7	1	30.7210006713867
"Assay03"	"2"	3	6	7	1	30.7740001678467
"Assay03"	"2"	3	7	7	1	35.3899993896484
"Assay03"	"2"	3	7	7	1	34.9700012207031
"Assay03"	"2"	3	8	7	1	33.3549995422363
"Assay03"	"2"	3	8	7	1	33.0660018920898
"Assay03"	"2"	3	1	7	2	25.2269992828369
"Assay03"	"2"	3	1	7	2	25.242000579834
"Assay03"	"2"	3	2	7	2	26.4090003967285
"Assay03"	"2"	3	2	7	2	26.367000579834
"Assay03"	"2"	3	3	7	2	27.4020004272461
"Assay03"	"2"	3	3	7	2	27.4650001525879
"Assay03"	"2"	3	4	7	2	28.6499996185303
"Assay03"	"2"	3	4	7	2	28.6830005645752
"Assay03"	"2"	3	5	7	2	29.6040000915527
"Assay03"	"2"	3	5	7	2	29.5429992675781
"Assay03"	"2"	3	6	7	2	30.5389995574951
"Assay03"	"2"	3	6	7	2	30.6060009002686
"Assay03"	"2"	3	7	7	2	32.390998840332
"Assay03"	"2"	3	7	7	2	33.5229988098145
"Assay03"	"2"	3	8	7	2	33.060001373291
"Assay03"	"2"	3	8	7	2	32.726001739502
"Assay03"	"2"	3	1	7	3	25.4899997711182
"Assay03"	"2"	3	1	7	3	25.7999992370605
"Assay03"	"2"	3	2	7	3	26.5049991607666
"Assay03"	"2"	3	2	7	3	26.5459995269775
"Assay03"	"2"	3	3	7	3	27.4829998016357
"Assay03"	"2"	3	3	7	3	27.2709999084473
"Assay03"	"2"	3	4	7	3	29.5429992675781
"Assay03"	"2"	3	4	7	3	29.7740001678467
"Assay03"	"2"	3	5	7	3	30.7119998931885
"Assay03"	"2"	3	5	7	3	30.5510005950928
"Assay03"	"2"	3	6	7	3	37.5029983520508
"Assay03"	"2"	3	6	7	3	30.7880001068115
"Assay03"	"2"	3	7	7	3	40
"Assay03"	"2"	3	7	7	3	38.2949981689453
"Assay03"	"2"	3	8	7	3	32.7789993286133
"Assay03"	"2"	3	8	7	3	32.6399993896484
"Assay03"	"2"	3	1	7	4	25.2700004577637
"Assay03"	"2"	3	1	7	4	25.3910007476807
"Assay03"	"2"	3	2	7	4	26.6989994049072
"Assay03"	"2"	3	2	7	4	26.4389991760254
"Assay03"	"2"	3	3	7	4	27.4699993133545
"Assay03"	"2"	3	3	7	4	27.4220008850098
"Assay03"	"2"	3	4	7	4	28.1469993591309
"Assay03"	"2"	3	4	7	4	28.132999420166
"Assay03"	"2"	3	5	7	4	29.6989994049072
"Assay03"	"2"	3	5	7	4	29.6889991760254
"Assay03"	"2"	3	6	7	4	31.3349990844727
"Assay03"	"2"	3	6	7	4	31.3530006408691
"Assay03"	"2"	3	7	7	4	32.6629981994629
"Assay03"	"2"	3	7	7	4	33.1040000915527
"Assay03"	"2"	3	8	7	4	32.9550018310547
"Assay03"	"2"	3	8	7	4	33.2430000305176
"Assay03"	"2"	3	1	7	5	25.9120006561279
"Assay03"	"2"	3	1	7	5	25.988000869751
"Assay03"	"2"	3	2	7	5	26.4360008239746
"Assay03"	"2"	3	2	7	5	26.4829998016357
"Assay03"	"2"	3	3	7	5	27.6030006408691
"Assay03"	"2"	3	3	7	5	27.6879997253418
"Assay03"	"2"	3	4	7	5	28.8239994049072
"Assay03"	"2"	3	4	7	5	28.9020004272461
"Assay03"	"2"	3	5	7	5	31.2929992675781
"Assay03"	"2"	3	5	7	5	30.9899997711182
"Assay03"	"2"	3	6	7	5	32.1629981994629
"Assay03"	"2"	3	6	7	5	32.4599990844727
"Assay03"	"2"	3	7	7	5	32.7109985351562
"Assay03"	"2"	3	7	7	5	33.5519981384277
"Assay03"	"2"	3	8	7	5	31.4290008544922
"Assay03"	"2"	3	8	7	5	31.3950004577637
"Assay03"	"2"	3	1	7	6	25.5389995574951
"Assay03"	"2"	3	1	7	6	25.7719993591309
"Assay03"	"2"	3	2	7	6	26.7749996185303
"Assay03"	"2"	3	2	7	6	26.7759990692139
"Assay03"	"2"	3	3	7	6	27.8659992218018
"Assay03"	"2"	3	3	7	6	27.701000213623
"Assay03"	"2"	3	4	7	6	28.6270008087158
"Assay03"	"2"	3	4	7	6	28.8449993133545
"Assay03"	"2"	3	5	7	6	30.7220001220703
"Assay03"	"2"	3	5	7	6	30.5790004730225
"Assay03"	"2"	3	6	7	6	31.6989994049072
"Assay03"	"2"	3	6	7	6	31.3279991149902
"Assay03"	"2"	3	7	7	6	32.0709991455078
"Assay03"	"2"	3	7	7	6	31.9200000762939
"Assay03"	"2"	3	8	7	6	40
"Assay03"	"2"	3	8	7	6	40
"Assay03"	"2"	3	1	7	7	25.6380004882812
"Assay03"	"2"	3	1	7	7	26.0289993286133
"Assay03"	"2"	3	2	7	7	26.7509994506836
"Assay03"	"2"	3	2	7	7	26.8040008544922
"Assay03"	"2"	3	3	7	7	27.9230003356934
"Assay03"	"2"	3	3	7	7	27.8479995727539
"Assay03"	"2"	3	4	7	7	29.1009998321533
"Assay03"	"2"	3	4	7	7	29.2000007629395
"Assay03"	"2"	3	5	7	7	29.5849990844727
"Assay03"	"2"	3	5	7	7	29.8729991912842
"Assay03"	"2"	3	6	7	7	32.0839996337891
"Assay03"	"2"	3	6	7	7	32
"Assay03"	"2"	3	7	7	7	31.4160003662109
"Assay03"	"2"	3	7	7	7	31.5769996643066
"Assay03"	"2"	3	8	7	7	32.201000213623
"Assay03"	"2"	3	8	7	7	32.0410003662109
"Assay03"	"2"	1	1	8	1	25.2229995727539
"Assay03"	"2"	1	1	8	1	25.2970008850098
"Assay03"	"2"	1	2	8	1	27.1119995117188
"Assay03"	"2"	1	2	8	1	27.0400009155273
"Assay03"	"2"	1	3	8	1	27.5699996948242
"Assay03"	"2"	1	3	8	1	27.5429992675781
"Assay03"	"2"	1	4	8	1	29.011999130249
"Assay03"	"2"	1	4	8	1	29.0009994506836
"Assay03"	"2"	1	5	8	1	33.1360015869141
"Assay03"	"2"	1	5	8	1	32.9589996337891
"Assay03"	"2"	1	6	8	1	29.2970008850098
"Assay03"	"2"	1	6	8	1	29.5809993743896
"Assay03"	"2"	1	7	8	1	32.8050003051758
"Assay03"	"2"	1	7	8	1	33.2799987792969
"Assay03"	"2"	1	8	8	1	33.6100006103516
"Assay03"	"2"	1	8	8	1	33.3400001525879
"Assay03"	"2"	1	1	8	2	25.4060001373291
"Assay03"	"2"	1	1	8	2	25.5410003662109
"Assay03"	"2"	1	2	8	2	26.4820003509521
"Assay03"	"2"	1	2	8	2	26.4699993133545
"Assay03"	"2"	1	3	8	2	27.92799949646
"Assay03"	"2"	1	3	8	2	27.9969997406006
"Assay03"	"2"	1	4	8	2	29.0009994506836
"Assay03"	"2"	1	4	8	2	28.8120002746582
"Assay03"	"2"	1	5	8	2	29.7670001983643
"Assay03"	"2"	1	5	8	2	29.8460006713867
"Assay03"	"2"	1	6	8	2	30.8770008087158
"Assay03"	"2"	1	6	8	2	30.4090003967285
"Assay03"	"2"	1	7	8	2	31.9799995422363
"Assay03"	"2"	1	7	8	2	31.8279991149902
"Assay03"	"2"	1	8	8	2	32.8849983215332
"Assay03"	"2"	1	8	8	2	33.125
"Assay03"	"2"	1	1	8	3	25.492000579834
"Assay03"	"2"	1	1	8	3	25.3920001983643
"Assay03"	"2"	1	2	8	3	26.8700008392334
"Assay03"	"2"	1	2	8	3	26.8050003051758
"Assay03"	"2"	1	3	8	3	28.0380001068115
"Assay03"	"2"	1	3	8	3	27.9769992828369
"Assay03"	"2"	1	4	8	3	28.8600006103516
"Assay03"	"2"	1	4	8	3	28.9799995422363
"Assay03"	"2"	1	5	8	3	29.4720001220703
"Assay03"	"2"	1	5	8	3	29.4799995422363
"Assay03"	"2"	1	6	8	3	30.8540000915527
"Assay03"	"2"	1	6	8	3	30.5540008544922
"Assay03"	"2"	1	7	8	3	30.8250007629395
"Assay03"	"2"	1	7	8	3	30.6609992980957
"Assay03"	"2"	1	8	8	3	32.7799987792969
"Assay03"	"2"	1	8	8	3	32.9739990234375
"Assay03"	"2"	1	1	8	4	25.4200000762939
"Assay03"	"2"	1	1	8	4	25.5090007781982
"Assay03"	"2"	1	2	8	4	26.9340000152588
"Assay03"	"2"	1	2	8	4	26.9909992218018
"Assay03"	"2"	1	3	8	4	28.30299949646
"Assay03"	"2"	1	3	8	4	28.1439990997314
"Assay03"	"2"	1	4	8	4	28.8600006103516
"Assay03"	"2"	1	4	8	4	28.6060009002686
"Assay03"	"2"	1	5	8	4	29.7950000762939
"Assay03"	"2"	1	5	8	4	29.9440002441406
"Assay03"	"2"	1	6	8	4	30.4309997558594
"Assay03"	"2"	1	6	8	4	30.6319999694824
"Assay03"	"2"	1	7	8	4	40
"Assay03"	"2"	1	7	8	4	40
"Assay03"	"2"	1	8	8	4	37.7029991149902
"Assay03"	"2"	1	8	8	4	40
"Assay03"	"2"	1	1	8	5	25.738000869751
"Assay03"	"2"	1	1	8	5	25.8470001220703
"Assay03"	"2"	1	2	8	5	27.3519992828369
"Assay03"	"2"	1	2	8	5	27.2689990997314
"Assay03"	"2"	1	3	8	5	28.382999420166
"Assay03"	"2"	1	3	8	5	28.3090000152588
"Assay03"	"2"	1	4	8	5	28.3939990997314
"Assay03"	"2"	1	4	8	5	28.4449996948242
"Assay03"	"2"	1	6	8	5	32.1360015869141
"Assay03"	"2"	1	6	8	5	32.1710014343262
"Assay03"	"2"	1	7	8	5	40
"Assay03"	"2"	1	7	8	5	40
"Assay03"	"2"	1	8	8	5	32.4140014648438
"Assay03"	"2"	1	8	8	5	32.1790008544922
"Assay03"	"2"	1	1	8	6	25.7789993286133
"Assay03"	"2"	1	1	8	6	25.951000213623
"Assay03"	"2"	1	2	8	6	26.8139991760254
"Assay03"	"2"	1	2	8	6	26.488000869751
"Assay03"	"2"	1	3	8	6	28.246000289917
"Assay03"	"2"	1	3	8	6	28.2450008392334
"Assay03"	"2"	1	4	8	6	29.1840000152588
"Assay03"	"2"	1	4	8	6	29.4069995880127
"Assay03"	"2"	1	5	8	5	30.1569995880127
"Assay03"	"2"	1	5	8	5	30.3680000305176
"Assay03"	"2"	1	6	8	6	31.2029991149902
"Assay03"	"2"	1	6	8	6	31.6720008850098
"Assay03"	"2"	1	7	8	6	33.5359992980957
"Assay03"	"2"	1	7	8	6	33.7599983215332
"Assay03"	"2"	1	8	8	6	40
"Assay03"	"2"	1	8	8	6	38.5979995727539
"Assay03"	"2"	1	1	8	7	25.7490005493164
"Assay03"	"2"	1	1	8	7	25.7770004272461
"Assay03"	"2"	1	2	8	7	26.3579998016357
"Assay03"	"2"	1	2	8	7	26.7259998321533
"Assay03"	"2"	1	3	8	7	27.9099998474121
"Assay03"	"2"	1	3	8	7	28.0060005187988
"Assay03"	"2"	1	4	8	7	28.6809997558594
"Assay03"	"2"	1	4	8	7	28.507999420166
"Assay03"	"2"	1	5	8	6	29.6469993591309
"Assay03"	"2"	1	5	8	6	29.7670001983643
"Assay03"	"2"	1	6	8	7	31.7569999694824
"Assay03"	"2"	1	6	8	7	31.6079998016357
"Assay03"	"2"	1	7	8	7	31.0690002441406
"Assay03"	"2"	1	7	8	7	31.2670001983643
"Assay03"	"2"	1	8	8	7	32.3899993896484
"Assay03"	"2"	1	8	8	7	33.5909996032715
"Assay03"	"2"	2	1	8	1	26.4850006103516
"Assay03"	"2"	2	1	8	1	26.5100002288818
"Assay03"	"2"	2	2	8	1	27.6110000610352
"Assay03"	"2"	2	2	8	1	27.5419998168945
"Assay03"	"2"	2	3	8	1	28.5340003967285
"Assay03"	"2"	2	3	8	1	28.4109992980957
"Assay03"	"2"	2	4	8	1	29.8330001831055
"Assay03"	"2"	2	4	8	1	29.9890003204346
"Assay03"	"2"	2	5	8	1	31.382999420166
"Assay03"	"2"	2	5	8	1	31.8139991760254
"Assay03"	"2"	2	6	8	1	32.5690002441406
"Assay03"	"2"	2	6	8	1	32.8870010375977
"Assay03"	"2"	2	7	8	1	33.8380012512207
"Assay03"	"2"	2	7	8	1	33.3489990234375
"Assay03"	"2"	2	8	8	1	40
"Assay03"	"2"	2	8	8	1	40
"Assay03"	"2"	2	1	8	2	26.3090000152588
"Assay03"	"2"	2	1	8	2	26.6450004577637
"Assay03"	"2"	2	2	8	2	27.2600002288818
"Assay03"	"2"	2	2	8	2	27.2129993438721
"Assay03"	"2"	2	3	8	2	28.9220008850098
"Assay03"	"2"	2	3	8	2	28.9869995117188
"Assay03"	"2"	2	4	8	2	29.3729991912842
"Assay03"	"2"	2	4	8	2	29.5090007781982
"Assay03"	"2"	2	5	8	2	30.7490005493164
"Assay03"	"2"	2	5	8	2	30.7240009307861
"Assay03"	"2"	2	6	8	2	30.9300003051758
"Assay03"	"2"	2	6	8	2	31.068000793457
"Assay03"	"2"	2	7	8	2	31.7719993591309
"Assay03"	"2"	2	7	8	2	31.6590003967285
"Assay03"	"2"	2	8	8	2	33.9679985046387
"Assay03"	"2"	2	8	8	2	34.125
"Assay03"	"2"	2	1	8	3	26.4529991149902
"Assay03"	"2"	2	1	8	3	26.826000213623
"Assay03"	"2"	2	2	8	3	27.2859992980957
"Assay03"	"2"	2	2	8	3	27.5499992370605
"Assay03"	"2"	2	3	8	3	28.0550003051758
"Assay03"	"2"	2	3	8	3	28.3799991607666
"Assay03"	"2"	2	4	8	3	29.5170001983643
"Assay03"	"2"	2	4	8	3	29.3969993591309
"Assay03"	"2"	2	5	8	3	30.5319995880127
"Assay03"	"2"	2	5	8	3	31.0380001068115
"Assay03"	"2"	2	6	8	3	30.9190006256104
"Assay03"	"2"	2	6	8	3	31.1399993896484
"Assay03"	"2"	2	7	8	3	40
"Assay03"	"2"	2	7	8	3	40
"Assay03"	"2"	2	8	8	3	40
"Assay03"	"2"	2	8	8	3	40
"Assay03"	"2"	2	1	8	4	26.3449993133545
"Assay03"	"2"	2	1	8	4	26.4020004272461
"Assay03"	"2"	2	2	8	4	27.5590000152588
"Assay03"	"2"	2	2	8	4	27.6310005187988
"Assay03"	"2"	2	3	8	4	29.2019996643066
"Assay03"	"2"	2	3	8	4	29.136999130249
"Assay03"	"2"	2	4	8	4	30.1900005340576
"Assay03"	"2"	2	4	8	4	30.1219997406006
"Assay03"	"2"	2	5	8	4	31.0380001068115
"Assay03"	"2"	2	5	8	4	30.9829998016357
"Assay03"	"2"	2	6	8	4	34.1430015563965
"Assay03"	"2"	2	6	8	4	34.3549995422363
"Assay03"	"2"	2	7	8	4	40
"Assay03"	"2"	2	7	8	4	40
"Assay03"	"2"	2	8	8	4	37.8709983825684
"Assay03"	"2"	2	8	8	4	40
"Assay03"	"2"	2	1	8	5	26.5179996490479
"Assay03"	"2"	2	1	8	5	26.8090000152588
"Assay03"	"2"	2	2	8	5	27.5659999847412
"Assay03"	"2"	2	2	8	5	27.4090003967285
"Assay03"	"2"	2	3	8	5	28.9459991455078
"Assay03"	"2"	2	3	8	5	28.9599990844727
"Assay03"	"2"	2	4	8	5	30.5049991607666
"Assay03"	"2"	2	4	8	5	30.3719997406006
"Assay03"	"2"	2	5	8	5	30.5769996643066
"Assay03"	"2"	2	5	8	5	30.8369998931885
"Assay03"	"2"	2	6	8	5	33.5069999694824
"Assay03"	"2"	2	6	8	5	32.4440002441406
"Assay03"	"2"	2	7	8	5	32.6459999084473
"Assay03"	"2"	2	7	8	5	32.9630012512207
"Assay03"	"2"	2	8	8	5	40
"Assay03"	"2"	2	8	8	5	40
"Assay03"	"2"	2	1	8	6	26.4479999542236
"Assay03"	"2"	2	1	8	6	26.503999710083
"Assay03"	"2"	2	2	8	6	27.6079998016357
"Assay03"	"2"	2	2	8	6	27.8299999237061
"Assay03"	"2"	2	3	8	6	28.9950008392334
"Assay03"	"2"	2	3	8	6	28.882999420166
"Assay03"	"2"	2	4	8	6	29.4899997711182
"Assay03"	"2"	2	4	8	6	29.4680004119873
"Assay03"	"2"	2	5	8	6	32.5209999084473
"Assay03"	"2"	2	5	8	6	32.1419982910156
"Assay03"	"2"	2	6	8	6	31.4449996948242
"Assay03"	"2"	2	6	8	6	31.6480007171631
"Assay03"	"2"	2	7	8	6	34.064998626709
"Assay03"	"2"	2	7	8	6	34.0019989013672
"Assay03"	"2"	2	8	8	6	33.9070014953613
"Assay03"	"2"	2	8	8	6	33.2439994812012
"Assay03"	"2"	2	1	8	7	26.7950000762939
"Assay03"	"2"	2	1	8	7	27.1359996795654
"Assay03"	"2"	2	2	8	7	28.0629997253418
"Assay03"	"2"	2	2	8	7	28.0139999389648
"Assay03"	"2"	2	3	8	7	28.6399993896484
"Assay03"	"2"	2	3	8	7	28.5340003967285
"Assay03"	"2"	2	4	8	7	29.3689994812012
"Assay03"	"2"	2	4	8	7	29.5100002288818
"Assay03"	"2"	2	5	8	7	30.9340000152588
"Assay03"	"2"	2	5	8	7	30.7369995117188
"Assay03"	"2"	2	6	8	7	32.3619995117188
"Assay03"	"2"	2	6	8	7	32.5410003662109
"Assay03"	"2"	2	7	8	7	37.765998840332
"Assay03"	"2"	2	7	8	7	38
"Assay03"	"2"	2	8	8	7	40
"Assay03"	"2"	2	8	8	7	40
"Assay03"	"2"	3	1	8	1	25.6380004882812
"Assay03"	"2"	3	1	8	1	25.6730003356934
"Assay03"	"2"	3	2	8	1	27.0319995880127
"Assay03"	"2"	3	2	8	1	27.0090007781982
"Assay03"	"2"	3	3	8	1	27.7490005493164
"Assay03"	"2"	3	3	8	1	27.625
"Assay03"	"2"	3	4	8	1	28.613000869751
"Assay03"	"2"	3	4	8	1	28.3619995117188
"Assay03"	"2"	3	5	8	1	29.4699993133545
"Assay03"	"2"	3	5	8	1	29.6949996948242
"Assay03"	"2"	3	6	8	1	30.378999710083
"Assay03"	"2"	3	6	8	1	30.7169990539551
"Assay03"	"2"	3	7	8	1	32.4930000305176
"Assay03"	"2"	3	7	8	1	32.9700012207031
"Assay03"	"2"	3	8	8	1	36.9700012207031
"Assay03"	"2"	3	8	8	1	36.851001739502
"Assay03"	"2"	3	1	8	2	25.8110008239746
"Assay03"	"2"	3	1	8	2	25.8490009307861
"Assay03"	"2"	3	2	8	2	26.886999130249
"Assay03"	"2"	3	2	8	2	26.9589996337891
"Assay03"	"2"	3	3	8	2	28.1009998321533
"Assay03"	"2"	3	3	8	2	28.1959991455078
"Assay03"	"2"	3	4	8	2	28.6389999389648
"Assay03"	"2"	3	4	8	2	28.5330009460449
"Assay03"	"2"	3	5	8	2	31.2759990692139
"Assay03"	"2"	3	5	8	2	31.6299991607666
"Assay03"	"2"	3	6	8	2	30.8770008087158
"Assay03"	"2"	3	6	8	2	31.0270004272461
"Assay03"	"2"	3	7	8	2	31.371000289917
"Assay03"	"2"	3	7	8	2	31.4349994659424
"Assay03"	"2"	3	8	8	2	32.3639984130859
"Assay03"	"2"	3	8	8	2	32.8569984436035
"Assay03"	"2"	3	1	8	3	25.6119995117188
"Assay03"	"2"	3	1	8	3	25.7660007476807
"Assay03"	"2"	3	2	8	3	26.9150009155273
"Assay03"	"2"	3	2	8	3	26.8239994049072
"Assay03"	"2"	3	3	8	3	27.9330005645752
"Assay03"	"2"	3	3	8	3	28.0009994506836
"Assay03"	"2"	3	4	8	3	28.7549991607666
"Assay03"	"2"	3	4	8	3	28.9069995880127
"Assay03"	"2"	3	5	8	3	30.488000869751
"Assay03"	"2"	3	5	8	3	30.4710006713867
"Assay03"	"2"	3	6	8	3	31.4780006408691
"Assay03"	"2"	3	6	8	3	31.3659992218018
"Assay03"	"2"	3	7	8	3	31.4419994354248
"Assay03"	"2"	3	7	8	3	31.3959999084473
"Assay03"	"2"	3	8	8	3	33.0509986877441
"Assay03"	"2"	3	8	8	3	33.2970008850098
"Assay03"	"2"	3	1	8	4	25.886999130249
"Assay03"	"2"	3	1	8	4	26.0090007781982
"Assay03"	"2"	3	2	8	4	26.6840000152588
"Assay03"	"2"	3	2	8	4	26.6299991607666
"Assay03"	"2"	3	3	8	4	27.8799991607666
"Assay03"	"2"	3	3	8	4	27.7929992675781
"Assay03"	"2"	3	4	8	4	28.9440002441406
"Assay03"	"2"	3	4	8	4	28.923999786377
"Assay03"	"2"	3	5	8	4	29.5009994506836
"Assay03"	"2"	3	5	8	4	29.8139991760254
"Assay03"	"2"	3	6	8	4	30.2180004119873
"Assay03"	"2"	3	6	8	4	30.2469997406006
"Assay03"	"2"	3	7	8	4	31.0709991455078
"Assay03"	"2"	3	7	8	4	30.8819999694824
"Assay03"	"2"	3	8	8	4	32.3899993896484
"Assay03"	"2"	3	8	8	4	32.1150016784668
"Assay03"	"2"	3	1	8	5	25.9950008392334
"Assay03"	"2"	3	1	8	5	26.0319995880127
"Assay03"	"2"	3	2	8	5	26.6030006408691
"Assay03"	"2"	3	2	8	5	26.6630001068115
"Assay03"	"2"	3	3	8	5	28.2810001373291
"Assay03"	"2"	3	3	8	5	28.3010005950928
"Assay03"	"2"	3	4	8	5	29.0200004577637
"Assay03"	"2"	3	4	8	5	29.0599994659424
"Assay03"	"2"	3	5	8	5	29.871000289917
"Assay03"	"2"	3	5	8	5	29.9839992523193
"Assay03"	"2"	3	6	8	5	30.6350002288818
"Assay03"	"2"	3	6	8	5	30.5750007629395
"Assay03"	"2"	3	7	8	5	35.9300003051758
"Assay03"	"2"	3	7	8	5	33.726001739502
"Assay03"	"2"	3	8	8	5	40
"Assay03"	"2"	3	8	8	5	40
"Assay03"	"2"	3	1	8	6	25.7390003204346
"Assay03"	"2"	3	1	8	6	25.943000793457
"Assay03"	"2"	3	2	8	6	26.9610004425049
"Assay03"	"2"	3	2	8	6	26.9069995880127
"Assay03"	"2"	3	3	8	6	27.9139995574951
"Assay03"	"2"	3	3	8	6	27.9869995117188
"Assay03"	"2"	3	4	8	6	29.0879993438721
"Assay03"	"2"	3	4	8	6	29.1480007171631
"Assay03"	"2"	3	5	8	6	30.1040000915527
"Assay03"	"2"	3	5	8	6	30.0240001678467
"Assay03"	"2"	3	6	8	6	31.2439994812012
"Assay03"	"2"	3	6	8	6	31.0599994659424
